V_P1,V_P2,current,charge (space separated),state,sensor_1,sensor_2
-0.084848485,-0.339393939,3.18E-07,0,0,0,0
-0.084848485,-0.343434343,3.19E-07,0,0,0,0
-0.084848485,-0.347474747,3.20E-07,0,0,0,0
-0.084848485,-0.351515152,3.21E-07,0,0,0,0
-0.084848485,-0.355555556,3.23E-07,0,0,0,0
-0.084848485,-0.35959596,3.24E-07,0,0,0,0
-0.084848485,-0.363636364,3.26E-07,0,0,0,0
-0.084848485,-0.367676768,2.76E-07,0,0,0,0
-0.084848485,-0.371717172,2.78E-07,0,0,0,0
-0.084848485,-0.375757576,2.80E-07,0,0,0,0
-0.084848485,-0.37979798,2.81E-07,0,0,0,0
-0.084848485,-0.383838384,2.83E-07,0,0,0,0
-0.084848485,-0.387878788,2.85E-07,0,0,0,0
-0.084848485,-0.391919192,2.88E-07,0,0,0,0
-0.084848485,-0.395959596,2.90E-07,0,0,0,0
-0.084848485,-0.4,2.92E-07,0,0,0,0
-0.088888889,0,4.37E-19,0,1,0.0106288,0.0106288
-0.088888889,-0.004040404,1.51E-18,0,1,0.01053485,0.01053485
-0.088888889,-0.008080808,5.03E-18,0,1,0.0104409,0.0104409
-0.088888889,-0.012121212,1.87E-17,0,1,0.010346951,0.010346951
-0.088888889,-0.016161616,6.70E-17,0,1,0.010253001,0.010253001
-0.088888889,-0.02020202,2.35E-16,0,1,0.010159052,0.010159052
-0.088888889,-0.024242424,8.37E-16,0,1,0.010065102,0.010065102
-0.088888889,-0.028282828,3.02E-15,0,1,0.009971153,0.009971153
-0.088888889,-0.032323232,1.03E-14,0,1,0.009877203,0.009877203
-0.088888889,-0.036363636,3.62E-14,0,1,0.009783253,0.009783253
-0.088888889,-0.04040404,1.43E-13,0,1,0.009689304,0.009689304
-0.088888889,-0.044444444,5.55E-13,0,1,0.009595354,0.009595354
-0.088888889,-0.048484848,3.30E-12,0,1,0.009501405,0.009501405
-0.088888889,-0.052525253,1.44E-11,0,1,0.009407455,0.009407455
-0.088888889,-0.056565657,6.23E-11,0,1,0.009313506,0.009313506
-0.088888889,-0.060606061,2.96E-21,0  0,2,0.009219556,0.009219556
-0.088888889,-0.064646465,3.11E-20,0  0,2,0.009125607,0.009125607
-0.088888889,-0.068686869,9.28E-18,0  0,2,0.009031657,0.009031657
-0.088888889,-0.072727273,1.83E-15,0  0,2,0.008937707,0.008937707
-0.088888889,-0.076767677,1.27E-13,0  0,2,0.008843758,0.008843758
-0.088888889,-0.080808081,1.06E-11,1  0,2,0.028749808,0.024367184
-0.088888889,-0.084848485,3.06E-10,1  0,2,0.028655859,0.024273235
-0.088888889,-0.088888889,1.21E-08,1  0,2,0.028561909,0.024179285
-0.088888889,-0.092929293,2.44E-07,1  0,2,0.02846796,0.024085336
-0.088888889,-0.096969697,1.86E-06,1  0,2,0.02837401,0.023991386
-0.088888889,-0.101010101,1.26E-05,0  1,2,0.023897437,0.02828006
-0.088888889,-0.105050505,1.56E-06,1  1,2,0.043803487,0.043803487
-0.088888889,-0.109090909,1.38E-08,1  1,2,0.043709537,0.043709537
-0.088888889,-0.113131313,1.47E-10,1  1,2,0.043609714,0.043800714
-0.088888889,-0.117171717,1.56E-12,1  1,2,0.043515764,0.043706765
-0.088888889,-0.121212121,1.18E-14,1  1,2,0.043421814,0.043612815
-0.088888889,-0.125252525,1.26E-16,1  1,2,0.043327865,0.043518866
-0.088888889,-0.129292929,4.15E-16,1  1,2,0.043233915,0.043424916
-0.088888889,-0.133333333,1.39E-14,1  1,2,0.043139966,0.043330967
-0.088888889,-0.137373737,8.80E-13,1  1,2,0.043046016,0.043237017
-0.088888889,-0.141414141,7.13E-12,1  1,2,0.042952067,0.043143067
-0.088888889,-0.145454545,1.39E-10,1  1,2,0.042858117,0.043049118
-0.088888889,-0.149494949,6.26E-11,1  2,2,0.058381544,0.062955168
-0.088888889,-0.153535354,8.00E-12,1  2,2,0.058287594,0.062861219
-0.088888889,-0.157575758,1.05E-12,1  2,2,0.058193644,0.062767269
-0.088888889,-0.161616162,9.72E-14,1  2,2,0.058099695,0.06267332
-0.088888889,-0.165656566,1.52E-15,1  2,2,0.058005745,0.06257937
-0.088888889,-0.16969697,2.79E-17,1  2,2,0.057911796,0.062485421
-0.088888889,-0.173737374,1.96E-16,1  2,2,0.057817846,0.062391471
-0.088888889,-0.177777778,4.23E-15,1  2,2,0.057723897,0.062297521
-0.088888889,-0.181818182,3.78E-14,1  2,2,0.057629947,0.062203572
-0.088888889,-0.185858586,6.59E-15,1  3,2,0.073153374,0.082109622
-0.088888889,-0.18989899,1.43E-15,1  3,2,0.073059424,0.082015673
-0.088888889,-0.193939394,2.65E-16,1  3,2,0.072965475,0.081921723
-0.088888889,-0.197979798,3.30E-14,1  3,2,0.072871525,0.081827774
-0.088888889,-0.202020202,3.05E-12,1  3,2,0.072777575,0.081733824
-0.088888889,-0.206060606,8.75E-11,1  3,2,0.072683626,0.081639874
-0.088888889,-0.21010101,1.14E-09,1  3,2,0.072589676,0.081545925
-0.088888889,-0.214141414,1.26E-08,1  3,2,0.072495727,0.081451975
-0.088888889,-0.218181818,3.50E-09,1  4,2,0.088019153,0.101358026
-0.088888889,-0.222222222,5.95E-10,1  4,2,0.087925204,0.101264076
-0.088888889,-0.226262626,1.26E-10,1  4,2,0.087831254,0.101170127
-0.088888889,-0.23030303,7.96E-12,1  4,2,0.087737305,0.101076177
-0.088888889,-0.234343434,1.18E-09,1  4,2,0.087643355,0.100982227
-0.088888889,-0.238383838,2.29E-07,2  4,2,0.107543531,0.116690781
-0.088888889,-0.242424242,7.13E-06,2  4,2,0.107449582,0.116596831
-0.088888889,-0.246464646,2.67E-06,2  4,2,0.107355632,0.116502882
-0.088888889,-0.250505051,1.50E-05,1  5,2,0.102884933,0.120606429
-0.088888889,-0.254545455,7.44E-06,2  5,2,0.122785109,0.136314982
-0.088888889,-0.258585859,4.17E-08,2  5,2,0.122691159,0.136221033
-0.088888889,-0.262626263,3.80E-11,2  5,2,0.12259721,0.136127083
-0.088888889,-0.266666667,9.45E-13,2  5,2,0.12250326,0.136033134
-0.088888889,-0.270707071,2.83E-11,2  5,2,0.122409311,0.135939184
-0.088888889,-0.274747475,1.70E-11,2  5,2,0.122315361,0.135845235
-0.088888889,-0.278787879,2.46E-10,2  5,2,0.122221412,0.135751285
-0.088888889,-0.282828283,4.20E-11,2  6,2,0.137744838,0.155657335
-0.088888889,-0.286868687,2.32E-12,2  6,2,0.137650889,0.155563386
-0.088888889,-0.290909091,6.30E-14,2  6,2,0.137556939,0.155469436
-0.088888889,-0.294949495,3.37E-13,2  6,2,0.137462989,0.155375487
-0.088888889,-0.298989899,1.14E-12,2,1,0.043664783,0.035281537
-0.088888889,-0.303030303,7.64E-12,2,1,0.043570833,0.035187588
-0.088888889,-0.307070707,4.42E-11,2,1,0.043476884,0.035093638
-0.088888889,-0.311111111,3.18E-07,0,0,0,0
-0.088888889,-0.315151515,3.19E-07,0,0,0,0
-0.088888889,-0.319191919,3.20E-07,0,0,0,0
-0.088888889,-0.323232323,3.22E-07,0,0,0,0
-0.088888889,-0.327272727,3.23E-07,0,0,0,0
-0.088888889,-0.331313131,3.25E-07,0,0,0,0
-0.088888889,-0.335353535,3.27E-07,0,0,0,0
-0.088888889,-0.339393939,3.28E-07,0,0,0,0
-0.088888889,-0.343434343,3.30E-07,0,0,0,0
-0.088888889,-0.347474747,3.32E-07,0,0,0,0
-0.088888889,-0.351515152,3.34E-07,0,0,0,0
-0.088888889,-0.355555556,3.36E-07,0,0,0,0
-0.088888889,-0.35959596,3.38E-07,0,0,0,0
-0.088888889,-0.363636364,3.40E-07,0,0,0,0
-0.088888889,-0.367676768,3.43E-07,0,0,0,0
-0.088888889,-0.371717172,3.45E-07,0,0,0,0
-0.088888889,-0.375757576,3.47E-07,0,0,0,0
-0.088888889,-0.37979798,2.98E-07,0,0,0,0
-0.088888889,-0.383838384,3.01E-07,0,0,0,0
-0.088888889,-0.387878788,3.04E-07,0,0,0,0
-0.088888889,-0.391919192,3.06E-07,0,0,0,0
-0.088888889,-0.395959596,3.09E-07,0,0,0,0
-0.088888889,-0.4,3.12E-07,0,0,0,0
-0.092929293,0,3.83E-17,0,1,0.010613443,0.010613443
-0.092929293,-0.004040404,1.33E-16,0,1,0.010519494,0.010519494
-0.092929293,-0.008080808,4.27E-16,0,1,0.010425544,0.010425544
-0.092929293,-0.012121212,1.42E-15,0,1,0.010331595,0.010331595
-0.092929293,-0.016161616,5.18E-15,0,1,0.010237645,0.010237645
-0.092929293,-0.02020202,1.76E-14,0,1,0.010143696,0.010143696
-0.092929293,-0.024242424,6.15E-14,0,1,0.010049746,0.010049746
-0.092929293,-0.028282828,3.41E-13,0,1,0.009955796,0.009955796
-0.092929293,-0.032323232,1.25E-12,0,1,0.009861847,0.009861847
-0.092929293,-0.036363636,4.72E-12,0,1,0.009767897,0.009767897
-0.092929293,-0.04040404,1.94E-11,0,1,0.009673948,0.009673948
-0.092929293,-0.044444444,7.52E-11,0,1,0.009579998,0.009579998
-0.092929293,-0.048484848,3.01E-10,0,1,0.009486049,0.009486049
-0.092929293,-0.052525253,1.29E-09,0,1,0.009392099,0.009392099
-0.092929293,-0.056565657,3.53E-21,0  0,2,0.009298149,0.009298149
-0.092929293,-0.060606061,3.56E-21,0  0,2,0.0092042,0.0092042
-0.092929293,-0.064646465,5.80E-20,0  0,2,0.00911025,0.00911025
-0.092929293,-0.068686869,8.55E-18,1  0,2,0.029016301,0.024633677
-0.092929293,-0.072727273,6.30E-16,1  0,2,0.028922351,0.024539727
-0.092929293,-0.076767677,1.53E-14,1  0,2,0.028828402,0.024445778
-0.092929293,-0.080808081,5.60E-13,1  0,2,0.028734452,0.024351828
-0.092929293,-0.084848485,1.25E-11,1  0,2,0.028640502,0.024257879
-0.092929293,-0.088888889,5.18E-10,1  0,2,0.028546553,0.024163929
-0.092929293,-0.092929293,8.59E-09,1  0,2,0.028452603,0.024069979
-0.092929293,-0.096969697,1.47E-07,1  0,2,0.028358654,0.02397603
-0.092929293,-0.101010101,7.80E-07,1  1,2,0.04388208,0.04388208
-0.092929293,-0.105050505,1.17E-07,1  1,2,0.043788131,0.043788131
-0.092929293,-0.109090909,2.69E-09,1  1,2,0.043694181,0.043694181
-0.092929293,-0.113131313,3.00E-11,1  1,2,0.043594357,0.043785358
-0.092929293,-0.117171717,2.28E-13,1  1,2,0.043500408,0.043691409
-0.092929293,-0.121212121,2.28E-15,1  1,2,0.043406458,0.043597459
-0.092929293,-0.125252525,2.30E-17,1  1,2,0.043312509,0.04350351
-0.092929293,-0.129292929,2.89E-17,1  1,2,0.043218559,0.04340956
-0.092929293,-0.133333333,1.97E-15,1  1,2,0.043124609,0.04331561
-0.092929293,-0.137373737,4.42E-14,1  1,2,0.04303066,0.043221661
-0.092929293,-0.141414141,4.17E-13,1  1,2,0.04293671,0.043127711
-0.092929293,-0.145454545,3.25E-12,1  2,2,0.058460137,0.063033762
-0.092929293,-0.149494949,6.55E-13,1  2,2,0.058366187,0.062939812
-0.092929293,-0.153535354,8.04E-14,1  2,2,0.058272238,0.062845863
-0.092929293,-0.157575758,1.07E-14,1  2,2,0.058178288,0.062751913
-0.092929293,-0.161616162,1.40E-15,1  2,2,0.058084339,0.062657963
-0.092929293,-0.165656566,4.29E-16,1  2,2,0.057990389,0.062564014
-0.092929293,-0.16969697,5.56E-15,1  2,2,0.05789644,0.062470064
-0.092929293,-0.173737374,7.19E-14,1  2,2,0.05780249,0.062376115
-0.092929293,-0.177777778,7.93E-13,1  2,2,0.05770854,0.062282165
-0.092929293,-0.181818182,2.13E-12,1  3,2,0.073231967,0.082188216
-0.092929293,-0.185858586,1.41E-13,1  3,2,0.073138017,0.082094266
-0.092929293,-0.18989899,5.04E-14,1  3,2,0.073044068,0.082000316
-0.092929293,-0.193939394,3.85E-15,1  3,2,0.072950118,0.081906367
-0.092929293,-0.197979798,1.46E-12,1  3,2,0.072856169,0.081812417
-0.092929293,-0.202020202,3.62E-10,1  3,2,0.072762219,0.081718468
-0.092929293,-0.206060606,1.52E-08,1  3,2,0.07266827,0.081624518
-0.092929293,-0.21010101,2.03E-07,1  3,2,0.07257432,0.081530569
-0.092929293,-0.214141414,2.74E-06,1  4,2,0.088097747,0.101436619
-0.092929293,-0.218181818,8.90E-08,1  4,2,0.088003797,0.101342669
-0.092929293,-0.222222222,2.05E-07,1  4,2,0.087909847,0.10124872
-0.092929293,-0.226262626,4.45E-09,1  4,2,0.087815898,0.10115477
-0.092929293,-0.23030303,6.14E-11,2  4,2,0.107716074,0.116863324
-0.092929293,-0.234343434,3.31E-10,2  4,2,0.107622124,0.116769374
-0.092929293,-0.238383838,9.49E-09,2  4,2,0.107528175,0.116675424
-0.092929293,-0.242424242,6.77E-08,2  4,2,0.107434225,0.116581475
-0.092929293,-0.246464646,1.42E-07,2  4,2,0.107340276,0.116487525
-0.092929293,-0.250505051,6.27E-07,2  5,2,0.122863702,0.136393576
-0.092929293,-0.254545455,4.72E-08,2  5,2,0.122769753,0.136299626
-0.092929293,-0.258585859,5.66E-10,2  5,2,0.122675803,0.136205677
-0.092929293,-0.262626263,2.06E-12,2  5,2,0.122581854,0.136111727
-0.092929293,-0.266666667,7.28E-14,2  5,2,0.122487904,0.136017777
-0.092929293,-0.270707071,2.08E-13,2  5,2,0.122393954,0.135923828
-0.092929293,-0.274747475,1.31E-12,2  5,2,0.122300005,0.135829878
-0.092929293,-0.278787879,3.77E-12,2  6,2,0.137823432,0.155735929
-0.092929293,-0.282828283,2.43E-13,2  6,2,0.137729482,0.155641979
-0.092929293,-0.286868687,4.56E-14,2  6,2,0.137635532,0.15554803
-0.092929293,-0.290909091,2.35E-12,2  6,2,0.137541583,0.15545408
-0.092929293,-0.294949495,1.06E-10,2  6,2,0.137447633,0.15536013
-0.092929293,-0.298989899,1.69E-10,2,1,0.043649427,0.035266181
-0.092929293,-0.303030303,3.79E-07,0,0,0,0
-0.092929293,-0.307070707,3.82E-07,0,0,0,0
-0.092929293,-0.311111111,3.84E-07,0,0,0,0
-0.092929293,-0.315151515,3.87E-07,0,0,0,0
-0.092929293,-0.319191919,3.90E-07,0,0,0,0
-0.092929293,-0.323232323,3.35E-07,0,0,0,0
-0.092929293,-0.327272727,3.37E-07,0,0,0,0
-0.092929293,-0.331313131,3.39E-07,0,0,0,0
-0.092929293,-0.335353535,3.42E-07,0,0,0,0
-0.092929293,-0.339393939,3.44E-07,0,0,0,0
-0.092929293,-0.343434343,3.46E-07,0,0,0,0
-0.092929293,-0.347474747,3.49E-07,0,0,0,0
-0.092929293,-0.351515152,3.51E-07,0,0,0,0
-0.092929293,-0.355555556,3.54E-07,0,0,0,0
-0.092929293,-0.35959596,3.57E-07,0,0,0,0
-0.092929293,-0.363636364,3.60E-07,0,0,0,0
-0.092929293,-0.367676768,3.63E-07,0,0,0,0
-0.092929293,-0.371717172,3.66E-07,0,0,0,0
-0.092929293,-0.375757576,3.69E-07,0,0,0,0
-0.092929293,-0.37979798,3.73E-07,0,0,0,0
-0.092929293,-0.383838384,3.77E-07,0,0,0,0
-0.092929293,-0.387878788,3.83E-07,0,0,0,0
-0.092929293,-0.391919192,3.31E-07,0,0,0,0
-0.092929293,-0.395959596,3.30E-07,0,0,0,0
-0.092929293,-0.4,3.31E-07,0,0,0,0
-0.096969697,0,2.84E-15,0,1,0.010598087,0.010598087
-0.096969697,-0.004040404,9.23E-15,0,1,0.010504138,0.010504138
-0.096969697,-0.008080808,4.56E-14,0,1,0.010410188,0.010410188
-0.096969697,-0.012121212,1.57E-13,0,1,0.010316238,0.010316238
-0.096969697,-0.016161616,6.13E-13,0,1,0.010222289,0.010222289
-0.096969697,-0.02020202,2.26E-12,0,1,0.010128339,0.010128339
-0.096969697,-0.024242424,8.44E-12,0,1,0.01003439,0.01003439
-0.096969697,-0.028282828,3.14E-11,0,1,0.00994044,0.00994044
-0.096969697,-0.032323232,1.08E-10,0,1,0.009846491,0.009846491
-0.096969697,-0.036363636,3.81E-10,0,1,0.009752541,0.009752541
-0.096969697,-0.04040404,1.42E-09,0,1,0.009658591,0.009658591
-0.096969697,-0.044444444,4.58E-09,0,1,0.009564642,0.009564642
-0.096969697,-0.048484848,1.25E-08,0,1,0.009470692,0.009470692
-0.096969697,-0.052525253,2.63E-08,1,1,0.029376743,0.024994119
-0.096969697,-0.056565657,1.62E-20,1  0,2,0.029282793,0.024900169
-0.096969697,-0.060606061,5.51E-21,1  0,2,0.029188844,0.02480622
-0.096969697,-0.064646465,1.33E-20,1  0,2,0.029094894,0.02471227
-0.096969697,-0.068686869,3.93E-19,1  0,2,0.029000944,0.024618321
-0.096969697,-0.072727273,2.83E-17,1  0,2,0.028906995,0.024524371
-0.096969697,-0.076767677,5.97E-16,1  0,2,0.028813045,0.024430422
-0.096969697,-0.080808081,3.39E-14,1  0,2,0.028719096,0.024336472
-0.096969697,-0.084848485,1.29E-12,1  0,2,0.028625146,0.024242522
-0.096969697,-0.088888889,2.79E-11,1  0,2,0.028531197,0.024148573
-0.096969697,-0.092929293,4.98E-10,1  0,2,0.028437247,0.024054623
-0.096969697,-0.096969697,7.38E-09,1  0,2,0.028343298,0.023960674
-0.096969697,-0.101010101,1.23E-08,1  1,2,0.043866724,0.043866724
-0.096969697,-0.105050505,2.27E-09,1  1,2,0.043772775,0.043772775
-0.096969697,-0.109090909,2.47E-10,1  1,2,0.043678825,0.043678825
-0.096969697,-0.113131313,5.64E-12,1  1,2,0.043579001,0.043770002
-0.096969697,-0.117171717,4.34E-14,1  1,2,0.043485051,0.043676052
-0.096969697,-0.121212121,4.41E-16,1  1,2,0.043391102,0.043582103
-0.096969697,-0.125252525,4.29E-18,1  1,2,0.043297152,0.043488153
-0.096969697,-0.129292929,2.19E-18,1  1,2,0.043203203,0.043394204
-0.096969697,-0.133333333,1.34E-16,1  1,2,0.043109253,0.043300254
-0.096969697,-0.137373737,1.60E-15,1  1,2,0.043015304,0.043206305
-0.096969697,-0.141414141,2.73E-14,1  1,2,0.042921354,0.043112355
-0.096969697,-0.145454545,4.54E-14,1  2,2,0.058444781,0.063018405
-0.096969697,-0.149494949,3.92E-15,1  2,2,0.058350831,0.062924456
-0.096969697,-0.153535354,5.32E-16,1  2,2,0.058256882,0.062830506
-0.096969697,-0.157575758,1.97E-16,1  2,2,0.058162932,0.062736557
-0.096969697,-0.161616162,1.96E-14,1  2,2,0.058068982,0.062642607
-0.096969697,-0.165656566,3.44E-13,1  2,2,0.057975033,0.062548658
-0.096969697,-0.16969697,4.47E-12,1  2,2,0.057881083,0.062454708
-0.096969697,-0.173737374,4.98E-11,1  2,2,0.057787134,0.062360758
-0.096969697,-0.177777778,4.97E-10,1  2,2,0.057693184,0.062266809
-0.096969697,-0.181818182,1.76E-10,1  3,2,0.073216611,0.082172859
-0.096969697,-0.185858586,2.23E-11,1  3,2,0.073122661,0.08207891
-0.096969697,-0.18989899,6.03E-12,1  3,2,0.073028712,0.08198496
-0.096969697,-0.193939394,2.10E-13,1  3,2,0.072934762,0.081891011
-0.096969697,-0.197979798,1.93E-11,1  3,2,0.072840812,0.081797061
-0.096969697,-0.202020202,6.39E-09,1  3,2,0.072746863,0.081703112
-0.096969697,-0.206060606,2.04E-06,1  3,2,0.072652913,0.081609162
-0.096969697,-0.21010101,3.08E-05,1  3,2,0.072558964,0.081515212
-0.096969697,-0.214141414,2.61E-06,1  4,2,0.08808239,0.101421263
-0.096969697,-0.218181818,9.31E-06,1  4,2,0.087988441,0.101327313
-0.096969697,-0.222222222,4.29E-07,2  4,2,0.107888617,0.117035866
-0.096969697,-0.226262626,1.77E-09,2  4,2,0.107794667,0.116941917
-0.096969697,-0.23030303,6.71E-12,2  4,2,0.107700718,0.116847967
-0.096969697,-0.234343434,2.50E-11,2  4,2,0.107606768,0.116754018
-0.096969697,-0.238383838,3.57E-10,2  4,2,0.107512819,0.116660068
-0.096969697,-0.242424242,6.82E-10,2  4,2,0.107418869,0.116566119
-0.096969697,-0.246464646,1.02E-08,2  4,2,0.107324919,0.116472169
-0.096969697,-0.250505051,4.91E-09,2  5,2,0.122848346,0.136378219
-0.096969697,-0.254545455,2.16E-10,2  5,2,0.122754397,0.13628427
-0.096969697,-0.258585859,1.09E-11,2  5,2,0.122660447,0.13619032
-0.096969697,-0.262626263,9.60E-14,2  5,2,0.122566497,0.136096371
-0.096969697,-0.266666667,1.94E-14,2  5,2,0.122472548,0.136002421
-0.096969697,-0.270707071,3.25E-13,2  5,2,0.122378598,0.135908472
-0.096969697,-0.274747475,5.51E-12,2  5,2,0.122284649,0.135814522
-0.096969697,-0.278787879,1.37E-12,2  6,2,0.137808075,0.155720572
-0.096969697,-0.282828283,1.38E-12,2  6,2,0.137714126,0.155626623
-0.096969697,-0.286868687,1.85E-12,2  6,2,0.137620176,0.155532673
-0.096969697,-0.290909091,4.60E-10,2  6,2,0.137526227,0.155438724
-0.096969697,-0.294949495,2.28E-08,2  6,2,0.137432277,0.155344774
-0.096969697,-0.298989899,3.99E-07,0,0,0,0
-0.096969697,-0.303030303,4.02E-07,0,0,0,0
-0.096969697,-0.307070707,4.05E-07,0,0,0,0
-0.096969697,-0.311111111,4.09E-07,0,0,0,0
-0.096969697,-0.315151515,4.12E-07,0,0,0,0
-0.096969697,-0.319191919,4.16E-07,0,0,0,0
-0.096969697,-0.323232323,4.20E-07,0,0,0,0
-0.096969697,-0.327272727,4.24E-07,0,0,0,0
-0.096969697,-0.331313131,4.28E-07,0,0,0,0
-0.096969697,-0.335353535,3.62E-07,0,0,0,0
-0.096969697,-0.339393939,3.65E-07,0,0,0,0
-0.096969697,-0.343434343,3.68E-07,0,0,0,0
-0.096969697,-0.347474747,3.72E-07,0,0,0,0
-0.096969697,-0.351515152,4.45E-07,0,0,0,0
-0.096969697,-0.355555556,4.54E-07,0,0,0,0
-0.096969697,-0.35959596,4.56E-07,0,0,0,0
-0.096969697,-0.363636364,4.56E-07,0,0,0,0
-0.096969697,-0.367676768,4.56E-07,0,0,0,0
-0.096969697,-0.371717172,4.58E-07,0,0,0,0
-0.096969697,-0.375757576,4.59E-07,0,0,0,0
-0.096969697,-0.37979798,4.61E-07,0,0,0,0
-0.096969697,-0.383838384,4.64E-07,0,0,0,0
-0.096969697,-0.387878788,4.66E-07,0,0,0,0
-0.096969697,-0.391919192,4.69E-07,0,0,0,0
-0.096969697,-0.395959596,4.72E-07,0,0,0,0
-0.096969697,-0.4,4.75E-07,0,0,0,0
-0.101010101,0,3.34E-13,0,1,0.010582731,0.010582731
-0.101010101,-0.004040404,1.15E-12,0,1,0.010488781,0.010488781
-0.101010101,-0.008080808,3.97E-12,0,1,0.010394832,0.010394832
-0.101010101,-0.012121212,1.39E-11,0,1,0.010300882,0.010300882
-0.101010101,-0.016161616,5.24E-11,0,1,0.010206933,0.010206933
-0.101010101,-0.02020202,1.75E-10,0,1,0.010112983,0.010112983
-0.101010101,-0.024242424,5.53E-10,0,1,0.010019034,0.010019034
-0.101010101,-0.028282828,1.51E-09,0,1,0.009925084,0.009925084
-0.101010101,-0.032323232,3.18E-09,1,1,0.029831134,0.025448511
-0.101010101,-0.036363636,4.90E-09,1,1,0.029737185,0.025354561
-0.101010101,-0.04040404,4.39E-09,1,1,0.029643235,0.025260611
-0.101010101,-0.044444444,3.23E-09,1,1,0.029549286,0.025166662
-0.101010101,-0.048484848,2.11E-09,1,1,0.029455336,0.025072712
-0.101010101,-0.052525253,1.33E-09,1,1,0.029361387,0.024978763
-0.101010101,-0.056565657,-6.81E-21,1  0,2,0.029267437,0.024884813
-0.101010101,-0.060606061,-7.17E-21,1  0,2,0.029173487,0.024790864
-0.101010101,-0.064646465,-4.60E-21,1  0,2,0.029079538,0.024696914
-0.101010101,-0.068686869,5.80E-20,1  0,2,0.028985588,0.024602964
-0.101010101,-0.072727273,1.73E-18,1  0,2,0.028891639,0.024509015
-0.101010101,-0.076767677,8.13E-17,1  0,2,0.028797689,0.024415065
-0.101010101,-0.080808081,1.86E-15,1  0,2,0.02870374,0.024321116
-0.101010101,-0.084848485,7.21E-14,1  0,2,0.02860979,0.024227166
-0.101010101,-0.088888889,1.47E-12,1  0,2,0.02851584,0.024133217
-0.101010101,-0.092929293,2.59E-11,1  0,2,0.028421891,0.024039267
-0.101010101,-0.096969697,3.01E-10,1  0,2,0.028327941,0.023945317
-0.101010101,-0.101010101,1.03E-10,1  1,2,0.043851368,0.043851368
-0.101010101,-0.105050505,1.86E-11,1  1,2,0.043757418,0.043757418
-0.101010101,-0.109090909,3.19E-12,1  1,2,0.043663469,0.043663469
-0.101010101,-0.113131313,3.06E-13,1  1,2,0.043563645,0.043754646
-0.101010101,-0.117171717,6.69E-15,1  1,2,0.043469695,0.043660696
-0.101010101,-0.121212121,7.36E-17,1  1,2,0.043375746,0.043566747
-0.101010101,-0.125252525,1.43E-17,1  1,2,0.043281796,0.043472797
-0.101010101,-0.129292929,1.42E-16,1  1,2,0.043187847,0.043378848
-0.101010101,-0.133333333,1.36E-15,1  1,2,0.043093897,0.043284898
-0.101010101,-0.137373737,1.27E-14,1  1,2,0.042999947,0.043190948
-0.101010101,-0.141414141,7.07E-14,1  1,2,0.042905998,0.043096999
-0.101010101,-0.145454545,6.05E-15,1  2,2,0.058429424,0.063003049
-0.101010101,-0.149494949,1.30E-15,1  2,2,0.058335475,0.0629091
-0.101010101,-0.153535354,9.23E-17,1  2,2,0.058241525,0.06281515
-0.101010101,-0.157575758,1.38E-15,1  2,2,0.058147576,0.062721201
-0.101010101,-0.161616162,4.40E-13,1  2,2,0.058053626,0.062627251
-0.101010101,-0.165656566,7.45E-11,1  2,2,0.057959677,0.062533301
-0.101010101,-0.16969697,9.99E-10,1  2,2,0.057865727,0.062439352
-0.101010101,-0.173737374,1.02E-08,1  2,2,0.057771777,0.062345402
-0.101010101,-0.177777778,7.90E-08,1  3,2,0.073295204,0.082251453
-0.101010101,-0.181818182,6.47E-09,1  3,2,0.073201255,0.082157503
-0.101010101,-0.185858586,2.04E-09,1  3,2,0.073107305,0.082063554
-0.101010101,-0.18989899,6.55E-11,1  3,2,0.073013355,0.081969604
-0.101010101,-0.193939394,3.59E-12,1  3,2,0.072919406,0.081875654
-0.101010101,-0.197979798,1.74E-10,1  3,2,0.072825456,0.081781705
-0.101010101,-0.202020202,1.87E-08,2  3,2,0.092725632,0.097490258
-0.101010101,-0.206060606,5.16E-07,2  3,2,0.092631683,0.097396309
-0.101010101,-0.21010101,1.23E-06,2  3,2,0.092537733,0.097302359
-0.101010101,-0.214141414,1.28E-05,2  3,2,0.092443784,0.097208409
-0.101010101,-0.218181818,7.59E-06,2  4,2,0.10796721,0.11711446
-0.101010101,-0.222222222,4.68E-08,2  4,2,0.107873261,0.11702051
-0.101010101,-0.226262626,1.60E-10,2  4,2,0.107779311,0.116926561
-0.101010101,-0.23030303,5.90E-13,2  4,2,0.107685362,0.116832611
-0.101010101,-0.234343434,1.08E-12,2  4,2,0.107591412,0.116738662
-0.101010101,-0.238383838,1.22E-11,2  4,2,0.107497462,0.116644712
-0.101010101,-0.242424242,3.67E-11,2  4,2,0.107403513,0.116550762
-0.101010101,-0.246464646,2.95E-10,2  5,2,0.122926939,0.136456813
-0.101010101,-0.250505051,2.27E-11,2  5,2,0.12283299,0.136362863
-0.101010101,-0.254545455,6.55E-13,2  5,2,0.12273904,0.136268914
-0.101010101,-0.258585859,4.53E-14,2  5,2,0.122645091,0.136174964
-0.101010101,-0.262626263,1.67E-13,2  5,2,0.122551141,0.136081015
-0.101010101,-0.266666667,3.48E-12,2  5,2,0.122457192,0.135987065
-0.101010101,-0.270707071,7.26E-11,2  5,2,0.122363242,0.135893115
